id,name,location,type, price sale ,bathrooms,price
989,"1-Bedroom Unit (1026)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",2,"160,520"
990,"1-Bedroom Unit (1026)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",4,"160,520"
991,"1-Bedroom Unit (1126)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",4,"160,520"
992,"1-Bedroom Unit (1126)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",4,"160,520"
993,"1-Bedroom Unit (1226)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",3,"160,520"
994,"1-Bedroom Unit (1226)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,052,000",2,"160,520"
995,"1-Bedroom Unit (3216)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",4,"160,760"
996,"1-Bedroom Unit (3416)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",3,"160,760"
997,"1-Bedroom Unit (3316)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",3,"160,760"
998,"1-Bedroom Unit (2818)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",2,"160,760"
999,"1-Bedroom Unit (2815)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",3,"160,760"
1000,"1-Bedroom Unit (3214)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",3,"160,760"
1001,"1-Bedroom Unit (3414)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",2,"160,760"
1002,"1-Bedroom Unit (3314)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,076,000",3,"160,760"
1003,"Loft Unit  in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32J","Wack-Wack Greenhills, Mandaluyong",Rent,"16,088,526",4,"160,885"
1004,"Loft Unit  in AMA Tower Residences, Wack-Wack Greenhills Mandaluyong|32J","Wack-Wack Greenhills, Mandaluyong",Rent,"16,088,526",3,"160,885"
1005,"1-Bedroom Unit (1426)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,122,000",6,"161,220"
1006,"1-Bedroom Unit (1426)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,122,000",6,"161,220"
1007,"2-Bedroom Condo Unit (16H)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,125,357",3,"161,254"
1008,"1-Bedroom Unit (3514)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,145,000",3,"161,450"
1009,"1-Bedroom Unit (3710)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,172,000",2,"161,720"
1010,"1-Bedroom Unit (3616)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,205,000",3,"162,050"
1011,"1-Bedroom Unit (3614)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,205,000",3,"162,050"
1012,"1-Bedroom Unit (3614)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,205,000",4,"162,050"
1013,"1-Bedroom Unit (3714)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,205,000",3,"162,050"
1014,"1-Bedroom Unit (3716)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,205,000",4,"162,050"
1015,"1-Bedroom Unit (3107)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,214,000",3,"162,140"
1016,"1-Bedroom Unit (2907)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,214,000",3,"162,140"
1017,"1-Bedroom Unit (3910)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,242,000",4,"162,420"
1018,"1-Bedroom Unit (4010)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,242,000",3,"162,420"
1019,"2-Bedroom Condo Unit (26H)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,242,999",3,"162,430"
1020,"1-Bedroom Unit (1726)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,252,000",3,"162,520"
1021,"1-Bedroom Unit (923)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,262,000",4,"162,620"
1022,"1-Bedroom Unit (4014)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,274,000",5,"162,740"
1023,"1-Bedroom Unit (3916)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,274,000",2,"162,740"
1024,"1-Bedroom Unit (4016)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,274,000",3,"162,740"
1025,"1-Bedroom Unit (3914)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,274,000",3,"162,740"
1026,"1-Bedroom Unit (2807)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,283,000",3,"162,830"
1027,"1-Bedroom Unit (3406)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,283,000",4,"162,830"
1028,"1-Bedroom Unit (3306)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,283,000",4,"162,830"
1029,"1-Bedroom Unit (3206)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,283,000",4,"162,830"
1030,"1-Bedroom Unit (2122)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,322,000",3,"163,220"
1031,"1-Bedroom Unit (2022)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,322,000",4,"163,220"
1032,"1-Bedroom Unit (1926)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,322,000",5,"163,220"
1033,"1-Bedroom Unit (1023)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,332,000",3,"163,320"
1034,"1-Bedroom Unit (1023)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,332,000",4,"163,320"
1035,"1-Bedroom Unit (1123)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,332,000",5,"163,320"
1036,"1-Bedroom Unit (1123)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,332,000",4,"163,320"
1037,"1-Bedroom Unit (2903)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,351,000",3,"163,510"
1038,"1-Bedroom Unit (3506)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,351,000",4,"163,510"
1039,"1-Bedroom Unit (3103)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,351,000",4,"163,510"
1040,"1-Bedroom Unit (3810)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,382,000",6,"163,820"
1041,"1-Bedroom Unit (3810)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,382,000",2,"163,820"
1042,"1-Bedroom Unit (1826)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,392,000",2,"163,920"
1043,"1-Bedroom Unit (1423)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,402,000",3,"164,020"
1044,"1-Bedroom Unit (1523)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,402,000",3,"164,020"
1045,"1-Bedroom Unit (3814)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,411,000",4,"164,110"
1046,"1-Bedroom Unit (3606)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,411,000",3,"164,110"
1047,"1-Bedroom Unit (3816)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,411,000",3,"164,110"
1048,"1-Bedroom Unit (3706)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,411,000",5,"164,110"
1049,"2BR Condo Unit  in AMA Tower Residences, Wack-Wack Mandaluyong City | 5U","Wack-Wack Greenhills, Mandaluyong",Rent,"16,414,733",4,"164,147"
1050,"1-Bedroom Unit (3403)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,420,000",4,"164,200"
1051,"1-Bedroom Unit (2803)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,420,000",,"164,200"
1052,"1-Bedroom Unit (3203)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,420,000",3,"164,200"
1053,"2-Bedroom Condo Unit (29H)  in One Sierra,EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,461,477",4,"164,615"
1054,"1-Bedroom Unit (2422)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,462,000",3.5,"164,620"
1055,"1-Bedroom Unit (2422)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,462,000",3,"164,620"
1056,"4-Bedroom Condo Unit  at Camella Manors - Northpoint in Bajada, Davao City","Barangay 19-B, Davao",Rent,"16,487,500",5,"164,875"
1057,"1-Bedroom Unit (3503)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,489,000",4,"164,890"
1058,"1-Bedroom Unit (2722)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,532,000",4,"165,320"
1059,"2-Bedroom Condo Unit (12C)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,545,507",3,"165,455"
1060,"1-Bedroom Unit (3703)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,549,000",4,"165,490"
1061,"1-Bedroom Unit (3603)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,549,000",3,"165,490"
1062,"1-Bedroom Unit (3022)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,602,000",4,"166,020"
1063,"1-Bedroom Unit (3122)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,602,000",4,"166,020"
1064,"2-Bedroom Condo Unit (16C)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,612,731",4,"166,127"
1065,"1-Bedroom Unit (3806)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,618,000",4,"166,180"
1066,"1-Bedroom Unit (3903)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,618,000",3,"166,180"
1067,"1-Bedroom Unit (3903)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,618,000",4,"166,180"
1068,"1-Bedroom Unit (3420)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,672,000",2,"166,720"
1069,"2-Bedroom Condo Unit (24C)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,688,358",7,"166,884"
1070,"1-Bedroom Unit (3520)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,742,000",7,"167,420"
1071,"1-Bedroom Unit (3803)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,755,000",3,"167,550"
1072,"2-Bedroom Condo Unit (6H)  in One Sierra, EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,806,000",4,"168,060"
1073,"2-Bedroom Condo Unit (29C)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"16,806,000",2,"168,060"
1074,"1-Bedroom Unit (4020)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,872,000",2,"168,720"
1075,"2-Bedroom Condo Unit (28C)  in One Sierra,EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,940,448",,"169,404"
1076,"2-Bedroom Condo Unit (28C)  in One Sierra,EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,940,448",3,"169,404"
1077,"2-Bedroom Condo Unit (27C)  in One Sierra,EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,940,448",5,"169,404"
1078,"2-Bedroom Condo Unit (30C)  in One Sierra,EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"16,974,060",3,"169,741"
1079,Pre-Selling 1-Bedroom Unit (67 sqm) at The Residences At The Westin Manila Sonata Pla,"Ortigas CBD, Pasig",Rent,"17,003,470",4,"170,035"
1080,"1-Bedroom Unit (N59E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,363,800",2,"173,638"
1081,"1-Bedroom Unit (N55E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,363,800",4,"173,638"
1082,"Brentville International Community - West Parc (Lot only) in Binan, Laguna","Mampalasan, Binan",Rent,"17,500,000",4,"175,000"
1083,"2-Bedroom Unit (N59A)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,530,800",5,"175,308"
1084,"2-Bedroom Unit (N59A)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,530,800",4,"175,308"
1085,"2-Bedroom Unit (N56B)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,641,900",5,"176,419"
1086,"2-Bedroom Unit (S51G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,641,900",4,"176,419"
1087,"2-Bedroom Unit (S53G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,641,900",6,"176,419"
1088,"2-Bedroom Unit (S54G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,641,900",5,"176,419"
1089,"2-Bedroom Unit (S60G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,743,600",3,"177,436"
1090,"2-Bedroom Unit (S57G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,743,600",4,"177,436"
1091,"2BR Suite Condo Unit  in Lucima, Cebu Business Park, Cebu City | Pre-selling","Hippodromo, Cebu",Rent,"17,776,242",5,"177,762"
1092,"2-Bedroom Unit (S61G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,799,600",4,"177,996"
1093,"2-Bedroom Unit (S58G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,855,600",3,"178,556"
1094,"2-Bedroom Unit (N62B)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,912,600",4,"179,126"
1095,"2-Bedroom Unit (S62G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,912,600",3,"179,126"
1096,"2-Bedroom Unit (S62G)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"17,912,600",6,"179,126"
1097,"2-Bedroom Unit (S63C)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"18,013,400",5,"180,134"
1098,"1-Bedroom Unit (4110)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"18,126,000",6,"181,260"
1099,"1-Bedroom Unit (4116)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"18,160,000",3,"181,600"
1100,"1-Bedroom Unit (4114)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"18,160,000",3,"181,600"
1101,"RFO 2-Bedroom Unit 1925  in Grand Riviera Suites, Roxas Boulevard Manila","Roxas Boulevard, Manila",Rent,"18,180,400",4,"181,804"
1102,"1-Bedroom Unit (4106)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"18,392,000",4,"183,920"
1103,"Serviced Residence 2-Bedroom Unit  in Cerise Tower, Southwoods City","San Francisco, Binan",Rent,"18,500,000",4,"185,000"
1104,"Serviced Residence 2-Bedroom Unit  in Cerise Tower, Southwoods City","San Francisco, Binan",Rent,"18,500,000",3,"185,000"
1105,Brentville International Community - Prominence II Townhomes under CCT in Laguna,"Mampalasan, Binan",Rent,"18,525,000",3,"185,250"
1106,"Lot Only  in Pristina North Residences, Talamban, Cebu - with Special Offer","Talamban, Cebu",Rent,"19,200,000",3,"192,000"
1107,"2-Bedroom Unit  in Cerise Tower, Southwoods City, Binan, Laguna | 80sqm","San Francisco, Binan",Rent,"20,000,000",3,"200,000"
1108,"1-Bedroom Unit (15D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,313,000",3,"203,130"
1109,"1-Bedroom Unit (22D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,502,000",3,"205,020"
1110,"1-Bedroom Unit (24D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,577,000",3,"205,770"
1111,"1-Bedroom Unit (29D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,712,000",3,"207,120"
1112,"1-Bedroom Unit (29D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,712,000",3,"207,120"
1113,"1-Bedroom Unit (30D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,739,000",3,"207,390"
1114,"1-Bedroom Unit (32D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"20,793,000",5,"207,930"
1115, Mandani 3 BR Condo with Sea View w Parking,"Tipolo, Mandaue",Rent,"21,000,000",4,"210,000"
1116,Pre-Selling 1BR (78.96 sqm) at The Residences At The Westin Manila Sonata Place,"Ortigas CBD, Pasig",Rent,"21,037,273",5,"210,373"
1117,"1-Bedroom Unit (34D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,129,000",5,"211,290"
1118,"1-Bedroom Unit (41D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,322,000",,"213,220"
1119,"1-Bedroom Unit (40M)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,361,000",3,"213,610"
1120,"1-Bedroom Unit (7P)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,370,000",3,"213,700"
1121,"1-Bedroom Unit (46D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,459,000",3,"214,590"
1122,"1-Bedroom Unit (54C)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,549,000",3,"215,490"
1123,"1-Bedroom Unit (51D)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,596,000",3,"215,960"
1124,"1-Bedroom Unit (12F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,625,000",2,"216,250"
1125,"1-Bedroom Unit (10F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,663,000",4,"216,630"
1126,"3-Bedroom Unit (139 sqm)  in The Signature, Balintawak Quezon City","Pag-Ibig Sa Nayon, Quezon City",Rent,"21,700,000",6,"217,000"
1127,"1-Bedroom Unit (16F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,737,000",3,"217,370"
1128,"1-Bedroom Unit (14A)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,810,000",3,"218,100"
1129,"1-Bedroom Unit (8A)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,828,000",3,"218,280"
1130,"1-Bedroom Unit (8A)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,828,000",3,"218,280"
1131,"1-Bedroom Unit (21F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,856,000",3,"218,560"
1132,"Brentville International Community - Woodmore Spring (Lot only) in Binan, Laguna","Mampalasan, Binan",Rent,"21,940,000",3,"219,400"
1133,"1-Bedroom Unit (19A)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,946,000",4,"219,460"
1134,"1-Bedroom Unit (19A)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,946,000",2,"219,460"
1135,"1-Bedroom Unit (9K)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,987,000",3,"219,870"
1136,"1-Bedroom Unit (9K)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"21,987,000",2,"219,870"
1137,"1-Bedroom Unit (11K)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,042,000",4,"220,420"
1138,"1-Bedroom Unit (55B)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,047,000",3,"220,470"
1139,"1-Bedroom Unit (33M)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,061,000",3,"220,610"
1140,"1-Bedroom Unit (26F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,089,000",3,"220,890"
1141,"3-Bedroom Unit (S07D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",3,"221,116"
1142,"3-Bedroom Unit (S05D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",3,"221,116"
1143,"3-Bedroom Unit (S05D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",3,"221,116"
1144,"3-Bedroom Unit (S03D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",3,"221,116"
1145,"3-Bedroom Unit (S03D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",3,"221,116"
1146,"3-Bedroom Unit (S06D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,111,600",4,"221,116"
1147,"1-Bedroom Unit (39F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,153,000",3,"221,530"
1148,"3BR Suite Condo Unit  in Lucima, Cebu Business Park, Cebu City | Pre-selling","Hippodromo, Cebu",Rent,"22,176,571",3,"221,766"
1149,"1-Bedroom Unit (20K)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,403,000",3,"224,030"
1150,"1-Bedroom Unit (43F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,557,000",3,"225,570"
1151,"1-Bedroom Unit (43F)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,557,000",3,"225,570"
1152,"1-Bedroom Unit (36P)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,561,000",3,"225,610"
1153,"1-Bedroom Unit (36P)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"22,561,000",3,"225,610"
1154,"2-Bedroom Unit (N64I)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,595,200",3,"225,952"
1155,"2-Bedroom Unit (N65D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,595,200",3,"225,952"
1156,"3-Bedroom Unit (S08D)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"22,720,700",4,"227,207"
