id,name,location,type, price sale ,bathrooms,price
795,"1-Bedroom Unit (N16E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,196,800",3,"121,968"
796,"1-Bedroom Unit (N16E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,196,800",2,"121,968"
797,"1-Bedroom Unit (N15E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,196,800",3,"121,968"
798,"1-Bedroom Unit (N20E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,196,800",3,"121,968"
799,"1-Bedroom Unit (N20E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,196,800",3,"121,968"
800,"2 bedroom Condominium  in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City",Rent,"12,200,000",3,"122,000"
801,": 2-Bedroom Unit in Suntrust Capitol Plaza, Diliman, Quezon City","Diliman, Quezon City",Rent,"12,200,000",3,"122,000"
802,"Pre-Selling 1BR Executive in The Magnolia Residences D at New Manila QC, 12.2M","New Manila, Quezon City",Rent,"12,200,000",3,"122,000"
803,"Studio Unit (39L)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,229,000",3,"122,290"
804,"1-Bedroom Unit (N24E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,230,400",2,"122,304"
805,"1-Bedroom Unit (N22E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,230,400",3,"122,304"
806,"Studio Unit (40L)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,245,000",3,"122,450"
807,"Studio Unit (43N)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,261,000",2,"122,610"
808,"Studio Unit (41L)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,262,000",3,"122,620"
809,"1-Bedroom Unit (N35K)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,263,600",3,"122,636"
810,"Studio Deluxe (16E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,265,000",2,"122,650"
811,"Studio Unit (49N)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,364,000",3,"123,640"
812,"Studio Unit (49N)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,364,000",3,"123,640"
813,"2BR Condo Unit  in AMA Tower Residences, Wack-Wack Mandaluyong City | 5A","Wack-Wack Greenhills, Mandaluyong",Rent,"12,370,523",3,"123,705"
814,"Studio Deluxe (22E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,377,000",4,"123,770"
815,"Studio Deluxe (22E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,377,000",3,"123,770"
816,"Studio Unit (52N)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,415,000",1,"124,150"
817,"Studio Deluxe (24E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,415,000",3,"124,150"
818,"Studio Deluxe (25E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,433,000",3,"124,330"
819,"1-Bedroom Unit (N37E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,488,000",3,"124,880"
820,"1-Bedroom Unit (N37E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,488,000",3,"124,880"
821,"1-Bedroom Unit (N33E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,488,000",3,"124,880"
822,"1-Bedroom Unit (N33E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,488,000",2,"124,880"
823,"1-Bedroom Condo Unit (6J)  in One Sierra, EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"12,508,872",3,"125,089"
824,"Studio Unit (48L)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,517,000",4,"125,170"
825,"Studio Deluxe (30E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,527,000",3,"125,270"
826,"Studio Deluxe (30E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,527,000",3,"125,270"
827,"1-Bedroom Condo Unit (24A)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"12,540,432",,"125,404"
828,"1-Bedroom Condo Unit (24A)  in One Sierra, EDSA, Mandaluyong City, Metro Mani","Highway Hills, Mandaluyong",Rent,"12,540,432",3,"125,404"
829,"Studio Deluxe (31E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,546,000",3,"125,460"
830,"Studio Deluxe (31E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,546,000",3,"125,460"
831,"Studio Deluxe (28E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,615,000",3,"126,150"
832,"RFO 2BR Unit (51.82 sqm)  in Axis Residences B, Mandaluyong City","Barangka Ilaya, Mandaluyong",Rent,"12,700,000",3,"127,000"
833,"1-Bedroom Unit (N40E2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,770,800",3,"127,708"
834,"1-Bedroom Unit (N40E2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,770,800",3,"127,708"
835,"1-Bedroom Unit (N56E2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,835,200",2,"128,352"
836,"1-Bedroom Unit (N54E2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,835,200",3,"128,352"
837,"1-Bedroom Unit (N54E2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,835,200",3,"128,352"
838,"Studio Deluxe (34E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,882,000",3,"128,820"
839,"Studio Deluxe (34E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"12,882,000",3,"128,820"
840,"1-Bedroom Unit (S47F)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,925,800",3,"129,258"
841,"1-Bedroom Unit (N57C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,962,200",2,"129,622"
842,"1-Bedroom Unit (N57C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,962,200",3,"129,622"
843,"1-Bedroom Unit (N61C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"12,995,800",3,"129,958"
844,"Pre-Selling 2-Bedroom  (75 sqm) in Galleria Residences 3, Cebu City","North Reclamation Area, Cebu",Rent,"13,007,400",3,"130,074"
845,"1-Bedroom Unit (S52C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,096,600",3,"130,966"
846,"1-Bedroom Unit (S59C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,096,600",3,"130,966"
847,"1-Bedroom Unit (S56C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,096,600",4,"130,966"
848,"1-Bedroom Unit (S59C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,096,600",3,"130,966"
849,"1-Bedroom Unit (S54C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,096,600",4,"130,966"
850,"RFO 2BR  Unit (73.26 sqm)  in Chimes Greenhills, San Juan City","Greenhills, San Juan",Rent,"13,100,000",4,"131,000"
851,"1-Bedroom Unit (N64D2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,108,800",5,"131,088"
852,"1-Bedroom Unit (N64D2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,108,800",3,"131,088"
853,"1-Bedroom Unit (S60C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,209,600",3,"132,096"
854,"1-Bedroom Unit (S60C2)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"13,209,600",5,"132,096"
855,"Studio Deluxe (42E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"13,227,000",2,"132,270"
856,"Studio Deluxe (43E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"13,246,000",3,"132,460"
857,"Studio Deluxe (47E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"13,323,000",3,"133,230"
858,"Studio Deluxe (47E)  in Empress at Capitol Commons, Pasig City","Oranbo, Pasig",Rent,"13,323,000",5,"133,230"
859,"Pre-Selling 2-Bedroom  (75 sqm) in Galleria Residences 3, Cebu City","North Reclamation Area, Cebu",Rent,"13,366,838",3,"133,668"
860,"Lot  in Priveya Hills, Mandaue, Cebu - with Special Offer","Tawason, Mandaue",Rent,"13,400,000",3,"134,000"
861,"Lot  in Priveya Hills, Mandaue, Cebu - with Special Offer","Tawason, Mandaue",Rent,"13,400,000",3,"134,000"
862,"2BR Condo Unit w/ Balcony  in AMA Tower Residences, Mandaluyong City |5F","Wack-Wack Greenhills, Mandaluyong",Rent,"13,593,769",2,"135,938"
863,"RFO 1BR Unit (43.24 sqm)  - The Trion Towers 3, BGC Taguig","McKinley Hill, Taguig",Rent,"13,900,000",3,"139,000"
864,"4-Bedroom Beach House and Lot  in Seafront Residences, San Juan, Batangas - w","Calubcub II, San Juan",Rent,"14,100,000",3,"141,000"
865,"1-Bedroom Unit (N41E1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,103,600",3,"141,036"
866,"2-Bedroom Unit  in The Trion Towers - Tower 3, BGC Taguig","McKinley Hill, Taguig",Rent,"14,200,000",3,"142,000"
867,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",4,"142,781"
868,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",4,"142,781"
869,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",3,"142,781"
870,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",4,"142,781"
871,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",4,"142,781"
872,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,278,110",3,"142,781"
873,"1-Bedroom Unit (N52C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,474,200",3,"144,742"
874,"1-Bedroom Unit (N51C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,474,200",3,"144,742"
875,"1-Bedroom Unit (N51C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,474,200",3,"144,742"
876,"Bi-level Condo Unit  in AMA Tower Residences, Wack-Wack Mandaluyong |32K","Wack-Wack Greenhills, Mandaluyong",Rent,"14,488,740",3,"144,887"
877,2-Bedroom Unit (62 sqm)  in Grand View Tower Pasay,"Libertad, Pasay",Rent,"14,500,000",3,"145,000"
878,"1-Bedroom Unit (N60C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,587,200",3,"145,872"
879,"1-Bedroom Unit (N60C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,587,200",4,"145,872"
880,"3-Bedroom Unit (112 sqm)  in The Signature, Balintawak Quezon City","Pag-Ibig Sa Nayon, Quezon City",Rent,"14,600,000",3,"146,000"
881,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",3,"146,123"
882,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",3,"146,123"
883,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",3,"146,123"
884,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",2,"146,123"
885,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",4,"146,123"
886,"2BR Condo Unit  in Ibiza Tower at Circulo Verde, Bagumbayan, Quezon City | Un","Bagumbayan, Quezon City",Rent,"14,612,268",3,"146,123"
887,"1-Bedroom Unit (N62C1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,632,000",,"146,320"
888,"1-Bedroom Unit (N64D1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"14,632,000",2,"146,320"
889,"2-Storey Townhouse Inner Crescent Mid Unit  in Pristina North Residences, Tal","Talamban, Cebu",Rent,"14,700,000",3,"147,000"
890,"RFO 2-Bedroom Unit (80 sqm) in The Radiance Manila Bay North, Pasay City","Pasay Rotonda, Pasay",Rent,"14,900,000",3,"149,000"
891,"1-Bedroom Unit (2503)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"14,971,000",3,"149,710"
892,"Residential Lot by The Beach at Club Laiya, San Juan, Batangas","Laiya-Aplaya, San Juan",Rent,"15,000,000",5,"150,000"
893,"2BR Condo Unit w/ Balcony  in AMA Tower Residences, Mandaluyong City |5R","Wack-Wack Greenhills, Mandaluyong",Rent,"15,024,692",3,"150,247"
894,"1-Bedroom Unit (2603)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,033,000",3,"150,330"
895,"1-Bedroom Unit (2607)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,155,000",3,"151,550"
896,"1-Bedroom Unit (918)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,162,000",3,"151,620"
897,"1-Bedroom Unit (921)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,162,000",2,"151,620"
898,"1-Bedroom Unit (1121)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,229,000",3,"152,290"
899,"1-Bedroom Unit (1218)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,229,000",3,"152,290"
900,"1-Bedroom Unit (1021)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,229,000",3,"152,290"
901,"1-Bedroom Unit (1218)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,229,000",4,"152,290"
902,"1-Bedroom Unit (910)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,282,000",3,"152,820"
903,"1-Bedroom Unit (816)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",3,"152,970"
904,"1-Bedroom Unit (1418)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",3,"152,970"
905,"1-Bedroom Unit (1521)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",4,"152,970"
906,"1-Bedroom Unit (1518)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",3,"152,970"
907,"1-Bedroom Unit (1421)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",4,"152,970"
908,"1-Bedroom Unit (1421)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",3,"152,970"
909,"1-Bedroom Unit (819)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,297,000",3,"152,970"
910,"1-Bedroom Unit (914)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,352,000",4,"153,520"
911,"2-Bedroom Unit (90.15 sqm)  in La Vida Tower A, Pasay City","F.B Harisson, Pasay",Rent,"15,355,200",3,"153,552"
912,"1-Bedroom Unit (1718)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,364,000",3,"153,640"
913,"1-Bedroom Unit (1721)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,364,000",3,"153,640"
914,"1-Bedroom Unit (1621)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,364,000",4,"153,640"
915,"1-Bedroom Unit (1618)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,364,000",3,"153,640"
916,"1-Bedroom Unit (1410)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,422,000",3,"154,220"
917,"1-Bedroom Unit (1114)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,422,000",4,"154,220"
918,"1-Bedroom Unit (1410)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,422,000",3,"154,220"
919,"1-Bedroom Unit (1114)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,422,000",3,"154,220"
920,"1-Bedroom Unit (1214)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,422,000",3,"154,220"
921,"1-Bedroom Unit (1918)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",2,"154,920"
922,"1-Bedroom Unit (2018)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",4,"154,920"
923,"1-Bedroom Unit (1414)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",3,"154,920"
924,"1-Bedroom Unit (2015)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",3,"154,920"
925,"1-Bedroom Unit (1921)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",4,"154,920"
926,"1-Bedroom Unit (1921)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",7,"154,920"
927,"1-Bedroom Unit (2118)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",3,"154,920"
928,"1-Bedroom Unit (1514)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",3,"154,920"
929,"1-Bedroom Unit (2115)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,492,000",3,"154,920"
930,"Grand View Tower, 2-Bedroom (66 sqm) Condo  near Mall of Asia, Pasay","Libertad, Pasay",Rent,"15,500,000",,"155,000"
931,"Grand View Tower, 2-Bedroom (66 sqm) Condo  near Mall of Asia, Pasay","Libertad, Pasay",Rent,"15,500,000",3,"155,000"
932,"1-Bedroom Unit (1821)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,560,000",2,"155,600"
933,"1-Bedroom Unit (2215)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,560,000",2,"155,600"
934,"1-Bedroom Unit (2218)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,560,000",3,"155,600"
935,"1-Bedroom Unit (1714)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,562,000",4,"155,620"
936,"1-Bedroom Unit (1614)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,562,000",3,"155,620"
937,"1-Bedroom Unit (908)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,567,000",3,"155,670"
938,"1-Bedroom Unit (1105)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,567,000",4,"155,670"
939,"1-Bedroom Unit (1015)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,601,000",4,"156,010"
940,"1-Bedroom Unit (1115)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,601,000",3,"156,010"
941,"1-Bedroom Unit (2318)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,627,000",3,"156,270"
942,"1-Bedroom Unit (2315)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,627,000",3,"156,270"
943,"1-Bedroom Unit (1405)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,635,000",3,"156,350"
944,"1-Bedroom Unit (1208)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,635,000",1,"156,350"
945,"1-Bedroom Unit (1108)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,635,000",3,"156,350"
946,"1-Bedroom Unit (1505)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,635,000",4,"156,350"
947,"1-Bedroom Unit (1008)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,635,000",2,"156,350"
948,"3-Bedroom Unit (120.15 sqm)  in La Vida Tower B, Pasay City","F.B Harisson, Pasay",Rent,"15,657,600",3,"156,576"
949,"1-Bedroom Unit (812)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,669,000",3,"156,690"
950,"1-Bedroom Unit (1415)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,669,000",3,"156,690"
951,"1-Bedroom Unit (N47G1)  in Maven at Capitol Commons, Pasig City","Ortigas CBD, Pasig",Rent,"15,672,600",3,"156,726"
952,"1-Bedroom Unit (1914)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,692,000",3,"156,920"
953,"1-Bedroom Unit (2718)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,695,000",3,"156,950"
954,"1-Bedroom Unit (2107)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,695,000",2,"156,950"
955,"1-Bedroom Unit (1705)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,702,000",4,"157,020"
956,"1-Bedroom Unit (1605)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,702,000",3,"157,020"
957,"1-Bedroom Unit (1715)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,737,000",4,"157,370"
958,"1-Bedroom Unit (824)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,737,000",5,"157,370"
959,"1-Bedroom Unit (1615)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,737,000",4,"157,370"
960,"1-Bedroom Unit (1814)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,762,000",6,"157,620"
961,"1-Bedroom Unit (2211)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,762,000",4,"157,620"
962,"1-Bedroom Unit (2207)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,762,000",4,"157,620"
963,"1-Bedroom Unit (1708)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,770,000",4,"157,700"
964,"2-Storey Townhouse Outer Crescent Mid Unit  in Pristina North Residences, Tal","Talamban, Cebu",Rent,"15,800,000",3,"158,000"
965,"La Vida Tower B, 3-Bedroom Unit (120.15 sqm)  in Pasay City","F.B Harisson, Pasay",Rent,"15,803,200",2,"158,032"
966,"1-Bedroom Unit (2307)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,830,000",3,"158,300"
967,"1-Bedroom Unit (2707)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,898,000",3,"158,980"
968,"1-Bedroom Unit (2203)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,898,000",4,"158,980"
969,"1-Bedroom Unit (2611)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,902,000",5,"159,020"
970,"1-Bedroom Unit (2611)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,902,000",3,"159,020"
971,"1-Bedroom Unit (915)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,912,000",4,"159,120"
972,"2-Bedroom Unit  in Amisa Private Residences - Tower D, Lapu-Lapu City, Cebu","Mactan, Lapu-Lapu",Rent,"15,916,180",3,"159,162"
973,"1-Bedroom Unit (3011)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,972,000",5,"159,720"
974,"1-Bedroom Unit (3111)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,972,000",4,"159,720"
975,"1-Bedroom Unit (2911)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,972,000",4,"159,720"
976,"1-Bedroom Unit (926)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"15,982,000",3,"159,820"
977,"2-Bedroom Condo Unit (7H)  in One Sierra, EDSA, Mandaluyong City, Metro Manil","Highway Hills, Mandaluyong",Rent,"15,982,506",5,"159,825"
978,"1-Bedroom Unit (3115)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,007,000",3,"160,070"
979,"1-Bedroom Unit (3018)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,007,000",4,"160,070"
980,"1-Bedroom Unit (2915)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,007,000",2,"160,070"
981,"1-Bedroom Unit (2918)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,007,000",3,"160,070"
982,"1-Bedroom Unit (3015)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,007,000",3,"160,070"
983,"1-Bedroom Unit (821)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,011,000",4,"160,110"
984,"1-Bedroom Unit (2703)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,033,000",2,"160,330"
985,"1-Bedroom Unit (3210)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,042,000",4,"160,420"
986,"1-Bedroom Unit (3410)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,042,000",4,"160,420"
987,"1-Bedroom Unit (2811)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,042,000",3,"160,420"
988,"1-Bedroom Unit (3310)  in Maple at Verdant Towers, Ortigas, Pasig City","Ugong, Pasig",Rent,"16,042,000",3,"160,420"
